Date,1d,1w,2w,3w,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,15m,18m,21m,2y,3y,4y,5y,6y,7y,8y,9y,10y,12y,15y,20y,30y
02/01/2014,2.5,2.49962,2.49925,2.49947,2.50007,2.49562,2.49037,2.48641,2.48438,2.48282,2.48203,2.48297,2.48611,2.49148,2.50154,2.51509,2.55224,2.61198,2.68759,2.7875,3.07596,3.35219,3.61012,3.85458,4.05743,4.21431,4.34738,4.45449,4.63491,4.78744,4.84562,4.89104
03/01/2014,2.5,2.49866,2.4989,2.49945,2.4996,2.49383,2.48858,2.48622,2.4849,2.48457,2.48499,2.48688,2.48998,2.49526,2.50633,2.51774,2.55309,2.61429,2.68601,2.78094,3.07595,3.35238,3.61271,3.85972,4.06507,4.23217,4.36781,4.47497,4.65787,4.81303,4.86605,4.91145
06/01/2014,2.5,2.49873,2.49917,2.49972,2.49958,2.49475,2.48977,2.48644,2.48309,2.48121,2.48007,2.48129,2.48419,2.49049,2.50133,2.51523,2.54875,2.61007,2.68142,2.80007,3.08628,3.35982,3.62275,3.86726,4.0751,4.23948,4.37504,4.48198,4.66489,4.81499,4.87069,4.91616
07/01/2014,2.498,2.49844,2.49902,2.49962,2.49837,2.49367,2.48929,2.48614,2.48287,2.48038,2.4789,2.47925,2.48123,2.48764,2.4965,2.50998,2.5432,2.60416,2.67238,2.7687,3.04525,3.31667,3.57452,3.81645,4.01908,4.18098,4.30876,4.41056,4.59348,4.74611,4.80439,4.84987
08/01/2014,2.498,2.49844,2.49898,2.49959,2.49821,2.49343,2.48781,2.48359,2.48033,2.47834,2.47771,2.47853,2.48134,2.48794,2.49785,2.51176,2.54589,2.60771,2.67688,2.75102,3.0222,3.28857,3.54391,3.78326,3.99109,4.15286,4.2832,4.38758,4.56791,4.72311,4.78139,4.82689
09/01/2014,2.498,2.49844,2.49907,2.49964,2.49853,2.49529,2.49075,2.48697,2.48504,2.48506,2.4868,2.48971,2.4938,2.50078,2.51162,2.52693,2.56031,2.62048,2.69078,2.77809,3.07595,3.33935,3.58965,3.82647,4.02681,4.1835,4.31132,4.41317,4.59354,4.74869,4.81206,4.85755
10/01/2014,2.5,2.50044,2.50111,2.50163,2.49887,2.4946,2.489,2.48493,2.48135,2.47909,2.47815,2.4792,2.48194,2.48772,2.49764,2.50832,2.53839,2.59442,2.65863,2.77091,3.05543,3.3192,3.56674,3.79824,3.99574,4.14733,4.27259,4.37443,4.55415,4.70932,4.77545,4.81856
13/01/2014,2.5,2.50044,2.50103,2.50163,2.49871,2.49445,2.48953,2.48599,2.4824,2.48037,2.47933,2.47987,2.48236,2.48804,2.4978,2.50889,2.53837,2.59288,2.65656,2.74746,3.02994,3.28868,3.53365,3.76261,3.96005,4.11414,4.23947,4.34124,4.52353,4.68122,4.74995,4.79304
14/01/2014,2.5,2.50044,2.50101,2.5016,2.49756,2.4931,2.48604,2.47996,2.47558,2.47381,2.47327,2.47416,2.47726,2.484,2.49313,2.50451,2.53448,2.58886,2.65221,2.72146,3.00689,3.26041,3.50548,3.73957,3.93697,4.09115,4.21638,4.31558,4.49791,4.65559,4.73201,4.77257
15/01/2014,2.5,2.50044,2.50101,2.50092,2.49717,2.49257,2.48676,2.48206,2.4782,2.47608,2.47543,2.4763,2.4787,2.48466,2.49383,2.50482,2.53281,2.58699,2.65234,2.73689,3.02223,3.28828,3.53598,3.76754,3.97014,4.12678,4.25463,4.359,4.54897,4.71943,4.80856,4.84653
